location,topics 
"Cambridge, United Kingdom","['c#', '.net', 'asp.net-web-api', 'asp.net-mvc', 'asp.net', 'asp.net-core']"
,"['css', 'html', 'twitter-bootstrap', 'css-selectors', 'twitter-bootstrap-3', 'jquery']"
"Melbourne, Australia","['json', 'android', 'java', 'arrays', 'vb.net', 'asp.net']"
Netherlands,"['javascript', 'php', 'jquery', 'html', 'arrays', 'mysql']"
"Managua, Nicaragua","['r', 'dataframe', 'regex', 'subset', 'list', 'string']"
"Springfield, VA, United States","['c#', 'asp.net', 'asp.net-mvc', '.net', 'sql-server', 'asp.net-mvc-2']"
"Texas, US","['java', 'javascript', 'jquery', 'html', 'regex', 'python']"
"New Haven, CT, USA","['pandas', 'python', 'dataframe', 'python-3.x', 'numpy', 'pandas-groupby']"
"Bristol, United Kingdom","['php', 'mysql', 'arrays', 'file', 'html', 'javascript']"
"Budapest, Hungary","['node.js', 'javascript', 'php', 'regex', 'html', 'mysql']"
"PA, United States","['android', 'spring', 'java', 'angular', 'gallery', 'mybatis']"
,"['python', 'pandas', 'r', 'ggplot2', 'numpy', 'plot']"
"Orlando, FL","['objective-c', 'ios', 'iphone', 'xcode', 'cocoa', 'c']"
"Frankfurt, Germany","['perl', 'regex', 'arrays', 'hash', 'string', 'perl-module']"
"Luxembourg City, Luxembourg","['java', 'string', 'json', 'arrays', 'arraylist', 'android']"
"Tel Aviv, Israel","['ios', 'objective-c', 'ios7', 'iphone', 'swift', 'cocoa-touch']"
"Cambridge, MA","['c#', 'wpf', '.net', 'xaml', 'binding', 'data-binding']"
"Longueuil, QC, Canada","['rust', 'lifetime', 'traits', 'iterator', 'rust-cargo', 'generics']"
"Vancouver, WA, USA","['r', 'ggplot2', 'dataframe', 'colors', 'plyr', 'plot']"
Belarus,"['java', 'swing', 'spring', 'jtextpane', 'hibernate', 'sql']"
United States,"['google-apps-script', 'google-sheets', 'javascript', 'html', 'arrays', 'triggers']"
Earth,"['c', 'linux', 'bash', 'c++', 'shell', 'gcc']"
Earth,"['swift', 'ios', 'swift3', 'arrays', 'objective-c', 'dictionary']"
,"['c++', 'templates', 'c++20', 'c++17', 'c++11', 'language-lawyer']"
"São Paulo, Brazil","['c#', '.net', 'asp.net', 'regex', 'javascript', 'sql-server']"
South Carolina,"['windows', 'sql', 'sql-server', 'delphi', 'tsql', 'c#']"
"Boston, MA","['c++', 'scala', 'ruby', 'java', 'linux', 'c']"
,"['ruby', 'ruby-on-rails', 'mysql', 'activerecord', 'testing', 'javascript']"
United Kingdom,"['php', 'javascript', 'jquery', 'mysql', 'oop', 'html']"
,"['regex', 'vim', 'objective-c', 'perl', 'c', 'iphone']"
Czech Republic,"['fortran', 'gfortran', 'fortran90', 'arrays', 'c', 'intel-fortran']"
"Ottawa, Canada","['django', 'java', 'python', 'scala', 'javascript', 'osgi']"
"Nimes, France","['java', 'maven', 'node.js', 'p2p', 'javascript', 'seo']"
"San Francisco, CA, United States","['tensorflow', 'python', 'wolfram-mathematica', 'machine-learning', 'deep-learning', 'gpu']"
"San Francisco, CA, USA","['kubernetes', 'amazon-ec2', 'docker', 'amazon-web-services', 'kubectl', 'kubernetes-helm']"
"Montreal, Canada","['ruby', 'git', 'ruby-on-rails', 'version-control', 'unit-testing', 'macos']"
,"['c++', 'stl', 'git', 'iterator', 'c', 'string']"
Belgium,"['sql', 'sql-server', 'delphi', 'tsql', 'mysql', 'sql-server-2008']"
,"['python', 'performance', 'rust', 'python-3.x', 'list', 'numpy']"
"Pennsylvania, US","['datatables', 'jquery', 'javascript', 'html', 'ajax', 'datatables-1.10']"
"Portland, OR, United States","['php', 'jquery', 'javascript', 'regex', 'android', 'arrays']"
"Houston, TX, USA","['python', 'pandas', 'dataframe', 'numpy', 'group-by', 'matplotlib']"
"Circleville, OH","['java', 'python', 'junit', 'eclipse', 'ember.js', 'ember-cli']"
"Boston, MA","['jquery', 'javascript', 'html', 'css', 'java', 'ajax']"
"Berlin, Germany","['c++', 'algorithm', 'cluster-analysis', 'sql', 'data-mining', 'k-means']"
"Ahmedabad, Gujarat, India","['android', 'android-intent', 'java', 'android-layout', 'android-edittext', 'sqlite']"
Norway,"['java', 'sql', 'mysql', 'multithreading', 'sql-server', 'c#']"
,"['.net', 'java', 'c#', 'powershell', 'javascript', 'msbuild']"
Europe,"['python', 'javascript', 'django', 'rust', 'linux', 'php']"
Gibraltar,"['clojure', 'clojurescript', 'java', 'javascript', 'erlang', 'iphone']"
"Luxembourg City, Luxembourg","['jquery', 'javascript', 'java', 'erlang', 'mysql', 'sql']"
"Portland, Oregon, U.S.","['c', 'c++', 'linux', 'mysql', 'assembly', 'php']"
"Mountain View, CA","['apache-spark', 'scala', 'intellij-idea', 'python', 'hadoop', 'java']"
,"['r', 'mysql', 'php', 'javascript', 'sql', 'google-maps']"
"Redmond, WA","['asp.net-web-api', 'c#', 'asp.net', 'asp.net-core', 'asp.net-core-mvc', 'asp.net-web-api-routing']"
New Delhi,"['c', 'pointers', 'python', 'mysql', 'arrays', 'c++']"
"Columbus, OH","['node.js', 'javascript', 'angularjs', 'python', 'grails', 'jquery']"
,"['javascript', 'firefox-addon', 'firefox', 'firefox-addon-sdk', 'xul', 'google-chrome']"
United Kingdom,"['c#', 'visual-studio', 'visual-studio-2010', '.net', 'tfs', 'c++']"
"Brisbane, Australia","['c++', 'python', 'c#', 'algorithm', 'c', 'java']"
Sweden,"['assembly', 'android', 'x86', 'mips', 'nasm', 'java-native-interface']"
"Edinburgh, Scotland, UK","['javascript', 'html', 'jquery', 'regex', 'php', 'css']"
"Kingston, Jamaica","['asp.net-mvc', 'c#', 'asp.net-mvc-3', 'entity-framework', 'silverlight', 'javascript']"
"Webster, NY","['prolog', 'bash', 'linux', 'ruby', 'c', 'list']"
"TX, United States","['fiddler', 'internet-explorer', 'javascript', 'c#', 'http', 'proxy']"
"San Jose, CA","['python', 'ansible', 'linux', 'macos', 'ssh', 'openstack']"
,"['python', 'android', 'java', 'ruby', 'regex', 'mongodb']"
"Boston, MA","['objective-c', 'ios', 'cocoa', 'iphone', 'xcode', 'cocoa-touch']"
California,"['c++', 'c', 'arrays', 'pointers', 'file', 'string']"
"Richmond, Virginia United States","['python', 'c#', 'entity-framework', 'linq', 'angularjs', 'javascript']"
"Stockholm, Sweden","['ios', 'objective-c', 'core-animation', 'iphone', 'core-graphics', 'swift']"
"Minneapolis, MN","['c++', 'c', 'pointers', 'java', 'stl', 'algorithm']"
"Berlin, Germany","['android', 'python', 'layout', 'android-activity', 'java', 'listview']"
Switzerland,"['c#', 'html', 'javascript', '.net', 'jquery', 'sql']"
Sweden,"['reactjs', 'javascript', 'react-router', 'html', 'css', 'ecmascript-6']"
,"['javascript', 'vue.js', 'html', 'angularjs', 'vue-component', 'vuejs2']"
"London, UK","['java', 'eclipse', 'python', '.net', 'clojure', 'linux']"
"Atlanta, GA, USA","['c#', 'asp.net', 'javascript', 'jquery', 'ajax', 'html']"
Italy,"['c#', 'mysql', 'sql', '.net', 'winforms', 'php']"
"Dublin, Irland","['math', 'c++', 'java', 'mysql', 'r', 'c']"
"Toowoomba, Australia","['rxjs', 'angular', 'javascript', 'firebase', 'typescript', 'node.js']"
"Malmo, Sweden","['c#', '.net', 'javascript', 'reactjs', 'asp.net', 'typescript']"
moon,"['php', 'mysql', 'javascript', 'html', 'jquery', 'css']"
"Laboratoire d'Annecy de Physique des Particules, France","['c++', 'c', 'templates', 'c++11', 'template-meta-programming', 'c++14']"
"Woodinville, WA","['c++', 'c++11', 'c', 'multithreading', 'go', 'boost']"
,"['macos', 'android', 'ddms', 'logcat', 'zsh', 'ansible']"
"Portland, OR","['c#', 'asp.net', 'javascript', 'asp.net-mvc', '.net', 'jquery']"
"Hamburg, Germany","['node.js', 'javascript', 'typescript', 'php', 'phpstorm', 'docker']"
,"['emacs', 'java', 'git', 'version-control', 'parsing', 'control-flow']"
"New York, NY, United States","['python', 'pandas', 'python-3.x', 'dictionary', 'dataframe', 'numpy']"
"Leeds, England United Kingdom","['c#', '.net', 'sql', 'sql-server', 'database', 'linq']"
New Zealand,"['perl', 'php', 'linux', 'javascript', 'jquery', 'ruby']"
,"['cmake', 'c++', 'linux-kernel', 'linux', 'c', 'kernel']"
,"['python', 'geolocation', 'javascript', 'r', 'c', 'gis']"
"St. Cloud, Minnesota, USA","['html', 'css', 'jquery', 'javascript', 'twitter-bootstrap', 'twitter-bootstrap-3']"
"Helsinki, Uusimaa, Finland","['android', 'java', 'python', 'javascript', 'google-cloud-platform', 'sqlite']"
Yorkshire,"['css', 'html', 'javascript', 'jquery', 'flexbox', 'twitter-bootstrap']"
"Zagreb, Croatia","['watir', 'ruby', 'watir-webdriver', 'browser-automation', 'firewatir', 'cucumber']"
,"['c#', 'asp.net', '.net', 'sql', 'sql-server', 'sql-server-2008']"
United Kingdom,"['jquery', 'javascript', 'c#', '.net', 'sql', 'html']"
Israel,"['javascript', 'c#', 'c++', 'jquery', 'android', '.net']"
"Troon, United Kingdom","['c++', 'c++11', 'boost', 'clang', 'cmake', 'boost-interprocess']"
Australia,"['r', 'dataframe', 'dplyr', 'list', 'matrix', 'function']"
Portugal,"['c#', '.net', 'jwt', 'oauth-2.0', 'authentication', 'oauth']"
United States,"['algorithm', 'c', 'c++', 'c#', 'linux', 'java']"
Indiana,"['mysql', 'sql', 'c#', 'java', 'javascript', 'php']"
,"['spring-boot', 'spring', 'java', 'spring-security', 'spring-mvc', 'spring-security-oauth2']"
"San Jose, CA","['javascript', 'c#', 'sql', 'sql-server', 'html', 'asp.net']"
Italy,"['c#', 'r', '.net', 'dataframe', 'winforms', 'linq']"
"Paris, France","['postgresql', 'sql', 'postgresql-9.1', 'plpgsql', 'php', 'psql']"
Belgium,"['c#', '.net', 'nhibernate', 'sql', 'sql-server', 'winforms']"
"Athens, Greece","['machine-learning', 'python', 'scikit-learn', 'keras', 'neural-network', 'pyspark']"
Germany,"['vba', 'excel', 'composer-php', 'laravel', 'php', 'excel-formula']"
"Limerick, Ireland","['c#', 'javascript', '.net', 'ajax', 'openid', 'visual-studio']"
"Kingston, ON, Canada","['javascript', 'html', 'php', 'css', 'xpath', 'jquery']"
"Vienna, Austria","['c++', 'c++11', 'gcc', 'accelerometer', 'android', 'gyroscope']"
UK,"['android', 'java', 'php', 'mysql', 'sql', 'javascript']"
,"['java', 'eclipse', 'javascript', 'swing', 'spring', 'groovy']"
,"['python', 'pre-commit.com', 'pre-commit', 'git', 'python-3.x', 'flake8']"
"The Hague, Netherlands","['php', 'javascript', 'mysql', 'linux', 'bash', 'regex']"
"Des Moines, Iowa, United States","['asp.net-mvc', 'asp.net', '.net', 'wpf', 'entity-framework', 'visual-studio']"
Italy,"['css', 'c#', '.net', 'javascript', 'jquery', 'python']"
,"['perl', 'sql', 'linux', 'c', 'unix', 'mysql']"
Moon,"['regex', 'java', 'string', 'javascript', 'python', 'c']"
"Tokyo, Japan","['javascript', 'php', 'mysql', 'java', 'cakephp', 'css']"
"Wroclaw, Poland","['playframework-2.0', 'playframework', 'java', 'typo3', 'scala', 'ebean']"
"Delft, Netherlands","['python', 'numpy', 'arrays', 'matplotlib', 'scipy', 'plot']"
"Jaipur, Rajasthan, India","['android', 'android-databinding', 'java', 'android-studio', 'android-layout', 'react-native']"
,"['assembly', 'x86', 'c', 'x86-64', 'linux', 'gcc']"
Moldova,"['python', 'scrapy', 'python-2.7', 'python-3.x', 'web-crawler', 'web-scraping']"
"Waterdown, Hamilton, ON, Canada","['c', 'c++', 'sql', 'database', 'sqlanywhere', 'python']"
,"['c#', 'asp.net', 'asp.net-mvc', '.net', 'linq', 'jquery']"
"West Midlands, United Kingdom","['php', 'arrays', 'mysql', 'xml', 'json', 'html']"
"Amsterdam, The Netherlands","['c#', '.net', 'xml', 'html', 'xslt', 'asp.net']"
Germany,"['c#', '.net', 'winforms', 'sql', 'sql-server', 'java']"
"Vancouver, BC","['javascript', 'php', 'iphone', 'zend-framework', 'flash', 'facebook']"
Belgium,"['java', 'testing', 'classloader', 'hudson', 'continuous-integration', 'enums']"
United States,"['ruby', 'arrays', 'iphone', 'macos', 'file', 'objective-c']"
Canada,"['python', 'gtk', 'c', 'autotools', 'gtk3', 'pygtk']"
,"['android', 'android-ndk', 'java-native-interface', 'c++', 'java', 'android-camera']"
"Harrogate, United Kingdom","['c#', 'jquery', 'asp.net-mvc', 'javascript', 'html', '.net']"
Denmark,"['apache-camel', 'java', 'spring', 'activemq', 'apache-servicemix', 'jbossfuse']"
"Quảng Trị, Vietnam","['android', 'java', 'android-studio', 'android-layout', 'android-fragments', 'ios']"
"England, United Kingdom","['android', 'eclipse', 'android-layout', 'layout', 'java', 'android-widget']"
"Tempe, AZ","['tsql', 'sql-server', 'sql', 'stored-procedures', 'sql-server-2005', 'vb6']"
"Frankfurt am Main, Deutschland","['ansible', 'jinja2', 'ansible-2.x', 'python', 'google-font-api', 'css']"
New Jersey,"['c#', 'tfs', 'azure-devops', 'git', 'azure-pipelines', '.net']"
"Asheville, NC","['c#', 'wpf', 'regex', '.net', 'linq', 'unit-testing']"
"New York, NY, USA","['javascript', 'jquery', 'php', 'html', 'datetime', 'performance']"
"London, United Kingdom","['php', 'sql-server', 'sql', 'apache', 'html', 'mysql']"
"Belo Horizonte, Brazil","['swift', 'ios', 'arrays', 'objective-c', 'iphone', 'xcode']"
,"['emacs', 'java', 'ruby', 'ruby-on-rails', 'clojure', 'elisp']"
Australia,"['r', 'python', 'regex', 'mysql', 'matlab', 'dataframe']"
"Bonn, Germany","['c++', 'c++11', 'templates', 'operator-overloading', 'c++14', 'gcc']"
,"['javascript', 'css', 'node.js', 'html', 'jquery', 'browser']"
"Denver, CO","['javascript', 'reactjs', 'node.js', 'c#', 'jquery', 'vim']"
"San Francisco, CA, United States","['jquery', 'javascript', 'html', 'css', 'ajax', 'backbone.js']"
USA,"['angular', 'javascript', 'jquery', 'python', 'java', 'html']"
,"['git', 'git-clone', 'git-commit', 'git-add', 'git-refspec', 'svelte']"
"San Francisco Bay Area, CA, United States","['angular', 'typescript', 'javascript', 'rxjs', 'html', 'angular2-routing']"
Austria,"['javascript', 'node.js', 'c#', '.net', 'windows', 'visual-studio']"
"Oakland, CA","['javascript', 'd3.js', 'jquery', 'backbone.js', 'svg', 'html']"
"Paris, France","['c++', 'c', 'algorithm', 'math', 'templates', 'stl']"
"Atlanta, GA","['php', 'apache-flex', 'javascript', 'cakephp', 'jquery', 'actionscript-3']"
"Lund, Sweden","['git', 'c#', '.net', 'wcf', 'unit-testing', 'powershell']"
"London, UK","['javascript', 'reactjs', 'node.js', 'c#', '.net', 'entity-framework']"
"Seattle, WA","['c#', 'asp.net', 'asp.net-core', 'asp.net-core-mvc', '.net', 'wcf']"
"Karlsruhe, Baden-Wurttemberg Germany","['python', 'syntax', 'java', 'regex', 'html', 'xml']"
Spain,"['cmake', 'git', 'svn', 'android', 'vim', 'android-ndk']"
"Nashville, TN","['c#', '.net', 'java', 'c++', 'wcf', 'asp.net']"
"Florence, Italy","['php', 'mysql', 'c', 'sql', 'python', 'javascript']"
"Diss, United Kingdom","['javascript', '.net', 'c#', 'string', 'regex', 'winforms']"
"England, United Kingdom","['javascript', 'php', 'jquery', 'fullcalendar', 'html', 'c#']"
,"['perl', 'verilog', 'system-verilog', 'regex', 'arrays', 'hdl']"
CT,"['scala', 'playframework', 'json', 'playframework-2.0', 'java', 'future']"
"San Francisco, CA","['emacs', 'functional-programming', 'haskell', 'ocaml', 'java', 'c']"
,"['c#', '.net', 'linq', 'json', 'generics', 'string']"
"Bangkok, Thailand","['c#', 'asp.net-mvc', 'dependency-injection', 'asp.net', 'asp.net-mvc-routing', '.net']"
,"['python', 'django', 'list', 'exception', 'performance', 'python-3.x']"
,"['javascript', 'html', 'css', 'ruby-on-rails', 'ruby-on-rails-3', 'ruby']"
"Waterloo, Canada","['c++', 'c++11', 'templates', 'arrays', 'pointers', 'c']"
Norway,"['python', 'php', 'css', 'html', 'javascript', 'jquery']"
"Hilversum, Nederland","['powershell', 'windows', 'csv', 'active-directory', 'arrays', 'regex']"
"London, United Kingdom","['java', 'design-patterns', 'c++', 'oop', 'c#', 'c']"
"Ahmedabad, Gujarat, India","['angular', 'javascript', 'typescript', 'reactjs', 'sequelize.js', 'node.js']"
"London, United Kingdom","['shell', 'bash', 'python', 'ruby', 'ruby-on-rails', 'fish']"
"Brisbane, Australia","['scala', 'scala-2.8', 'java', 'sbt', 'scala-collections', 'intellij-idea']"
"Palo Alto, CA","['objective-c', 'ios', 'c', 'cocoa-touch', 'iphone', 'c++']"
Texas,"['php', 'go', 'javascript', 'mysql', 'html', 'security']"
Finland,"['php', 'jquery', 'mysql', 'c++', 'javascript', 'regex']"
"Moscow, Russia","['c++', 'c++11', 'templates', 'boost', 'c', 'vector']"
Uranus,"['java', 'eclipse', 'apache-camel', 'google-app-engine', 'gwt', 'javascript']"
"Wroclaw, Poland","['c++', 'c++11', 'c', 'algorithm', 'opengl', 'templates']"
"Brisbane, Australia","['python', 'django', 'python-3.x', 'python-2.7', 'list', 'django-models']"
,"['java', 'jmeter', 'spring', 'spring-boot', 'oracle', 'sql']"
,"['python', 'haskell', 'c++', 'rust', 'python-3.x', 'java']"
,"['c#', 'javascript', '.net', 'java', 'oop', 'design-patterns']"
"Cambridge, MA","['f#', 'c#', '.net', 'generics', 'functional-programming', 'types']"
"North Rhine-Westphalia, Germany","['java', 'algorithm', 'math', 'c', 'rust', 'embedded']"
New Jersey,"['tsql', 'sql-server', 'sql', 'sql-server-2008', 'c#', 'vba']"
"Houston, TX","['python', 'c#', '.net', 'mysql', 'django', 'java']"
"Zürich, Switzerland","['android', 'java', 'wear-os', 'android-layout', 'android-intent', 'android-activity']"
Sheffield,"['python', 'python-3.x', 'string', 'python-2.7', 'dictionary', 'list']"
,"['excel', 'vba', 'excel-formula', 'excel-2010', 'regex', 'arrays']"
"Kingston, Canada","['python', 'list', 'dictionary', 'string', 'python-3.x', 'python-2.7']"
"Sofia, Bulgaria","['batch-file', 'windows', 'cmd', 'command-line', 'for-loop', 'file']"
"Berlin, Germany","['python', 'linux', 'bash', 'unix', 'python-3.x', 'shell']"
"Paris, France","['c++', 'c#', 'c', '.net', 'windows', 'winapi']"
"Tehran, Iran","['c++', 'c', 'c++11', 'qt', 'templates', 'string']"
"Houston, TX, United States","['sql-server', 'c#', 'excel', '.net', 'sql', 'sql-server-2008']"
"New York, NY","['java', 'rest', 'ios', 'swift', 'oracle', 'mercurial']"
,"['javascript', 'jquery', 'html', 'css', 'c#', 'google-maps']"
,"['java', 'c', 'c++', 'arrays', 'pointers', 'linux']"
United Kingdom,"['sql', 'sql-server', 'tsql', 'database', 'ms-access', 'mysql']"
"Tyngsborough, Massachusetts, United States","['ios', 'iphone', 'c#', 'objective-c', 'html', 'php']"
Deutschland,"['python', 'numpy', 'pytorch', 'multidimensional-array', 'deep-learning', 'numpy-ndarray']"
India,"['mysql', 'php', 'html', 'vb.net', 'arrays', 'json']"
Germany,"['powershell', 'azure', 'powershell-2.0', 'c#', 'powershell-3.0', 'csv']"
"Zurich, Switzerland","['r', 'dataframe', 'dplyr', 'plot', 'list', 'ggplot2']"
United States,"['scala', 'mysql', 'java', 'scala-collections', 'c++', 'parsing']"
"Groningen, The Netherlands","['keras', 'python', 'tensorflow', 'deep-learning', 'opengl', 'neural-network']"
"Kraków, Poland","['javascript', 'css', 'html', 'node.js', 'jquery', 'cross-browser']"
"Austin, TX","['windows-installer', 'wix', 'installation', 'installshield', 'c#', 'custom-action']"
"New York, NY","['java', 'arrays', 'collections', 'linux', 'performance', 'generics']"
